GEOID,COUNTYFP,VTD,total_reg,age_18_19,age_20_24,age_25_29,age_30_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85over,party_dem,party_rep,party_npp,party_rin,party_lib,party_grn,party_wkp,party_bar,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_10,eth2_30,eth2_23,eth2_14,eth2_34,eth2_21,eth2_32,eth2_12,eth2_85,eth2_29,eth2_35,eth2_55,eth2_66,eth2_33,eth2_61,eth2_99,eth2_38,eth2_26,eth2_19,eth2_59,eth2_18,eth2_unk,g20201103,pp20200602,p20200602,g20181106,p20180626,s20171219,s20171002,g20161108,pp20160426,p20160426,s20151208,g20141104,p20140624,s20130506,s20130305,g20121106,pp20120403,p20120403,g20101102,p20100914
2451025-002,510,25-002,1864,0,102,183,195,349,312,290,203,72,24,1559,70,206,2,2,4,1,1,19,0,104,50,1663,8,14,25,104,1662,50,0,9,6,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,25,1081,713,713,758,296,0,0,1027,578,578,0,530,235,0,0,986,167,167,567,198
2451025-003,510,25-003,1604,1,65,118,144,258,234,235,211,141,78,918,355,295,3,9,3,1,0,20,0,1156,73,180,23,24,148,1156,179,72,2,9,8,4,9,5,0,3,0,1,0,1,1,1,1,1,1,0,0,1,1,148,1055,536,536,714,240,1,0,862,472,472,0,502,232,0,0,757,125,125,505,223
2451025-004,510,25-004,2230,1,97,194,191,420,339,395,264,102,47,1209,467,497,4,15,7,2,1,28,0,1473,116,389,43,42,167,1473,387,113,11,25,10,2,6,16,0,2,4,1,1,1,3,0,2,2,1,2,0,1,0,167,1093,509,509,673,204,0,0,963,432,432,0,489,186,0,0,866,122,122,477,208
2451025-005,510,25-005,1828,0,91,173,176,286,281,310,202,86,27,1358,170,263,2,6,2,4,0,23,0,446,158,1084,30,28,82,446,1083,157,6,16,20,2,6,0,0,0,2,0,1,0,1,2,0,1,0,0,0,1,0,82,908,582,582,608,221,0,0,840,405,405,0,423,189,0,0,802,108,108,453,167
2451025-006,510,25-006,858,0,38,68,91,151,126,148,102,48,24,721,31,94,1,2,1,0,0,8,0,61,13,748,6,8,22,61,748,13,0,2,4,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,22,434,307,307,322,130,0,0,434,238,238,0,225,110,0,0,441,79,79,251,110
2451025-007,510,25-007,410,0,11,37,49,76,59,96,31,15,7,331,19,52,0,1,1,0,0,6,0,38,7,352,2,3,8,38,352,7,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,188,128,128,123,55,0,0,174,86,86,0,88,40,0,0,197,22,22,97,33
2451025-008,510,25-008,2154,0,96,220,291,407,286,357,177,75,34,1786,95,233,3,5,2,4,0,26,0,158,59,1865,19,16,37,158,1863,58,2,11,10,2,3,2,1,1,0,0,0,0,1,0,1,2,0,0,1,0,0,37,968,604,604,562,244,0,0,902,433,433,0,402,188,0,0,909,121,121,442,173
2451025-009,510,25-009,951,0,38,85,93,194,117,155,104,46,28,824,30,85,0,3,0,2,0,7,0,46,12,880,3,3,7,46,880,12,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,443,303,303,311,134,0,0,455,237,237,0,201,109,0,0,460,67,67,224,103
2451025-010,510,25-010,1279,1,51,116,129,224,183,203,149,61,47,1093,41,131,0,0,2,2,0,10,0,131,26,1070,11,14,27,131,1069,26,1,13,6,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,27,688,472,472,443,202,0,0,605,338,338,0,325,170,0,0,632,105,105,346,157
2451025-011,510,25-011,577,0,10,37,52,83,97,117,81,34,6,343,110,118,0,1,1,0,0,4,0,313,60,124,6,10,64,313,124,60,2,2,0,1,3,1,0,0,4,0,0,0,0,0,1,0,0,1,1,0,0,64,267,142,142,183,67,0,0,237,112,112,0,120,46,0,0,204,26,26,122,49
2451025-012,510,25-012,1180,0,33,96,106,235,184,199,122,53,21,705,205,246,1,4,4,1,0,14,0,595,84,402,14,12,73,595,402,84,9,9,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,517,277,277,339,113,0,0,485,224,224,0,218,70,0,0,452,47,47,276,101
2451025-013,510,25-013,704,0,27,60,64,139,111,115,73,23,9,414,131,143,0,4,0,1,0,11,0,338,44,261,5,10,46,338,261,44,2,5,3,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,46,304,143,143,180,65,0,0,258,118,118,0,116,62,0,0,243,34,34,114,48
2451025-014,510,25-014,1031,2,48,120,142,216,138,144,82,28,5,760,73,177,2,1,1,1,1,15,0,221,43,704,4,6,53,221,704,42,2,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53,403,226,226,261,74,0,0,393,186,186,0,158,53,0,0,391,39,39,169,55
2451025-015,510,25-015,1155,1,37,111,135,227,166,207,109,33,11,785,137,204,1,3,2,3,1,19,0,401,44,618,13,20,59,401,618,43,4,8,7,0,1,1,6,1,3,1,1,0,1,0,0,0,0,0,0,0,0,59,564,258,258,310,103,0,0,467,199,199,0,200,82,0,0,445,40,40,221,75
2451025-016,510,25-016,1317,0,53,98,131,257,203,243,123,48,15,738,240,306,2,5,7,4,1,14,0,742,74,389,14,17,81,742,389,74,7,8,5,0,3,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,81,561,279,279,341,96,0,0,474,245,245,0,227,101,0,0,441,48,48,242,81
2451025-017,510,25-017,378,0,23,42,43,77,50,49,28,13,6,262,49,59,2,0,1,2,0,3,0,150,13,176,7,6,26,150,175,13,2,2,1,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,26,203,98,98,115,38,0,0,169,70,70,0,73,21,0,0,160,19,19,70,20
2451025-018,510,25-018,310,0,12,10,20,50,51,60,46,18,15,221,33,52,1,0,1,1,0,1,0,115,7,172,1,4,11,115,172,7,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,153,80,80,104,54,0,0,135,71,71,0,73,39,0,0,136,18,18,78,33
2451026-001,510,26-001,285,0,11,26,24,48,40,54,39,15,6,147,57,73,0,4,0,0,0,4,0,200,24,15,2,2,42,200,15,24,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,137,50,50,90,21,0,0,132,53,53,0,56,25,0,0,97,11,11,59,34
2451026-002,510,26-002,1284,0,46,117,141,206,161,241,140,66,25,910,141,214,1,4,2,1,0,11,0,468,144,539,17,16,100,468,539,143,4,9,7,0,1,0,0,3,1,1,0,3,1,0,0,0,0,0,3,1,0,100,598,325,325,365,121,0,0,506,250,250,0,217,101,0,0,477,65,65,235,99
2451026-003,510,26-003,1260,0,55,83,89,178,148,221,200,101,52,719,278,243,1,2,2,1,0,14,0,786,170,119,24,44,117,786,119,170,8,16,14,1,11,0,0,1,5,7,0,2,0,0,1,0,1,0,0,0,0,117,706,358,358,448,149,0,0,605,303,303,0,321,148,0,0,487,80,80,330,153
2451026-004,510,26-004,809,0,26,63,75,139,119,115,107,47,34,495,139,158,3,2,4,1,0,7,0,514,95,83,8,27,82,514,83,95,1,17,4,2,3,0,0,0,2,1,0,1,0,1,0,0,0,1,0,1,0,82,436,228,228,259,83,0,0,348,186,186,0,194,80,0,0,313,36,36,187,74
2451026-005,510,26-005,460,0,16,30,32,53,75,65,70,55,25,294,68,84,0,4,2,0,1,7,0,312,43,24,10,20,51,312,24,42,1,13,3,1,5,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,51,263,153,153,189,91,0,0,224,139,139,0,133,82,0,0,197,43,43,130,79
2451026-006,510,26-006,810,0,36,50,75,124,112,104,119,61,40,501,138,161,2,2,0,0,0,6,0,554,74,29,14,28,111,554,29,71,5,15,8,0,2,1,1,0,0,1,5,0,3,1,2,0,1,0,0,0,0,111,422,202,202,263,94,0,0,355,194,194,0,170,81,0,0,294,37,37,186,121
2451026-007,510,26-007,1511,0,30,145,338,367,138,167,80,51,26,892,268,324,1,5,3,1,1,16,0,956,120,135,69,55,176,956,131,120,31,30,23,7,10,4,3,2,2,0,1,6,0,0,3,4,0,0,0,0,0,176,976,453,453,599,165,0,0,746,311,311,0,292,96,0,0,539,43,43,266,95
2451026-008,510,26-008,1318,0,21,203,325,276,112,77,75,35,14,723,264,308,3,6,3,0,0,11,0,892,61,58,66,47,194,892,57,58,29,21,24,6,14,2,0,4,1,2,0,1,3,2,4,1,1,0,0,0,0,194,1052,475,475,648,206,0,0,678,306,306,0,279,121,0,0,459,52,52,246,86
2451026-009,510,26-009,2714,0,41,327,567,659,337,227,170,69,54,1528,543,612,4,10,2,0,0,15,0,2019,121,62,75,67,370,2019,61,117,28,32,24,10,14,6,2,5,2,1,6,4,4,1,3,1,0,0,1,1,0,370,2083,1030,1030,1386,427,0,0,1469,747,747,0,709,307,0,0,1095,145,145,596,266
2451026-010,510,26-010,1859,1,55,198,327,406,222,231,146,50,42,1249,250,318,1,10,8,2,2,19,0,1036,168,411,40,32,172,1036,410,167,13,15,13,8,7,1,0,5,1,2,0,0,1,1,1,1,1,0,0,0,0,172,1104,615,615,771,320,0,0,867,487,487,0,394,193,0,0,674,75,75,338,150
2451026-011,510,26-011,857,0,30,65,91,139,124,140,93,62,20,572,98,167,0,6,5,1,1,7,0,522,79,163,11,10,72,522,163,77,4,6,4,3,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,72,383,213,213,267,116,0,0,327,179,179,0,165,79,0,0,285,32,32,170,70
2451026-012,510,26-012,465,0,16,29,51,84,63,91,59,12,7,363,40,53,0,2,1,1,0,5,0,48,22,360,8,9,18,48,360,22,2,8,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,182,105,105,127,58,0,0,193,95,95,0,91,35,0,0,194,27,27,92,31
2451026-013,510,26-013,751,0,19,55,54,123,89,146,107,65,23,390,184,159,2,4,1,0,0,11,0,496,120,38,0,19,78,496,37,120,0,8,0,0,5,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,78,360,196,196,250,70,0,0,342,165,165,0,177,65,0,0,303,31,31,165,61
2451026-014,510,26-014,802,0,41,74,77,134,91,140,108,44,10,443,181,160,0,4,3,0,1,10,0,420,193,94,3,23,69,420,94,193,0,14,1,0,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,69,316,147,147,216,58,0,0,323,151,151,0,146,63,0,0,256,22,22,145,75
2451026-015,510,26-015,1505,1,98,149,149,276,201,222,175,84,21,1254,51,172,1,6,4,0,0,17,0,87,29,1336,13,17,23,87,1336,29,4,8,7,2,1,0,2,0,1,0,0,0,0,4,1,0,0,0,0,0,0,23,902,631,631,638,296,0,0,818,458,458,0,471,214,0,0,814,123,123,466,170
2451026-016,510,26-016,1117,0,45,98,111,186,178,187,128,65,21,955,31,111,3,1,1,1,0,14,0,67,14,1000,11,5,20,67,1000,14,1,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,628,454,454,450,207,0,0,588,350,350,0,330,176,0,0,619,111,111,365,142
2451026-017,510,26-017,558,1,31,56,47,106,92,105,50,11,4,468,19,62,1,1,2,1,0,4,0,58,16,472,1,2,9,58,472,16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,291,184,184,193,77,0,0,299,165,165,0,136,54,0,0,288,33,33,127,34
2451026-018,510,26-018,1022,0,43,76,96,177,154,184,157,47,23,871,45,93,0,1,1,0,0,11,0,106,14,871,6,4,21,106,871,14,2,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,641,490,490,481,249,0,0,601,384,384,0,353,186,0,0,613,103,103,380,153
2451026-019,510,26-019,1386,0,75,113,118,231,213,267,193,54,23,1166,48,152,1,4,0,0,1,14,0,186,22,1105,10,8,55,186,1105,22,2,5,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,55,769,548,548,592,248,0,0,767,464,464,0,419,195,0,0,772,133,133,451,178
2451026-020,510,26-020,736,1,25,68,86,137,78,152,80,24,8,594,35,95,3,0,0,0,1,8,0,43,8,666,8,3,8,43,665,8,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,385,285,285,274,130,0,0,353,225,225,0,183,97,0,0,378,67,67,220,67
2451026-021,510,26-021,932,0,44,66,112,177,136,159,107,36,10,789,33,97,1,1,1,3,0,7,0,58,17,845,4,3,5,58,845,17,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,493,351,351,354,120,0,0,508,249,249,0,224,94,0,0,504,65,65,264,83
2451026-022,510,26-022,704,0,35,44,61,146,119,132,82,26,3,580,32,86,1,0,1,0,0,4,0,33,11,631,9,7,13,33,629,11,3,7,3,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,398,278,278,298,118,0,0,385,228,228,0,207,109,0,0,377,60,60,223,81
2451026-023,510,26-023,1079,0,60,112,123,186,162,176,130,37,9,931,42,97,2,0,2,0,0,5,0,99,20,925,8,6,21,99,924,20,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,602,429,429,426,175,0,0,591,318,318,0,272,115,0,0,598,76,76,324,115
2451026-024,510,26-024,2022,0,95,176,191,335,272,381,263,109,30,1726,72,199,2,2,3,4,0,14,0,180,40,1713,21,15,53,180,1711,40,3,10,12,3,2,0,1,2,1,1,0,0,0,0,0,2,0,0,1,0,0,53,1193,885,885,806,378,0,0,1077,610,610,0,591,312,0,0,1099,180,180,636,241
2451026-025,510,26-025,1492,0,96,148,172,222,189,286,165,50,17,1237,62,176,0,2,1,0,1,13,0,124,38,1267,17,14,32,124,1265,38,5,8,7,1,0,1,1,2,1,2,0,0,0,0,1,2,0,0,0,0,0,32,787,514,514,524,213,0,0,715,365,365,0,340,158,0,0,729,104,104,370,117
2451026-026,510,26-026,1657,0,85,131,141,282,293,318,183,60,37,1304,128,207,2,5,2,1,1,7,0,245,40,1296,22,13,41,245,1296,40,8,5,8,6,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,41,1005,692,692,748,300,0,0,906,503,503,0,506,253,0,0,903,140,140,521,209
2451026-027,510,26-027,1345,0,50,90,121,225,200,261,201,75,18,1091,75,158,4,2,1,2,0,12,0,143,33,1117,5,17,30,143,1117,32,0,12,2,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,30,880,659,659,641,293,0,0,784,479,479,0,466,233,0,0,783,131,131,473,183
2451026-028,510,26-028,1115,0,42,88,100,181,155,204,172,60,21,957,51,101,2,1,0,0,0,3,0,79,20,974,9,3,30,79,974,20,2,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,743,551,551,530,253,0,0,659,390,390,0,396,204,0,0,627,132,132,399,148
2451026-029,510,26-029,3941,1,200,348,368,707,603,657,483,203,72,3331,161,413,2,2,7,3,1,21,0,383,82,3348,27,31,70,383,3346,81,6,18,17,2,4,1,2,0,0,0,3,1,1,1,0,2,0,0,1,1,0,70,2408,1710,1710,1687,793,0,0,2158,1211,1211,0,1230,577,0,0,2201,352,352,1262,504
2451026-030,510,26-030,896,1,42,72,83,159,157,162,105,46,15,695,82,107,1,2,3,0,0,6,0,225,28,597,8,5,33,225,597,27,2,4,2,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,599,419,419,460,165,0,0,549,320,320,0,342,147,0,0,526,84,84,333,118
2451026-031,510,26-031,785,0,25,46,64,156,129,139,110,29,12,496,125,144,1,4,2,1,0,12,0,292,36,368,4,20,65,292,367,35,1,8,2,0,1,0,2,0,1,0,6,1,1,0,1,1,0,1,0,0,0,65,528,320,320,388,168,0,0,458,281,281,0,292,140,0,0,448,85,85,302,124
2451026-032,510,26-032,1692,0,77,157,157,297,287,296,190,85,22,1413,55,200,1,3,1,4,0,15,0,95,24,1530,5,10,28,95,1526,23,2,6,2,0,0,0,3,0,0,1,0,0,1,0,0,4,0,0,0,0,0,28,954,717,717,692,312,0,0,946,534,534,0,508,239,0,0,946,144,144,541,199
2451026-033,510,26-033,1487,0,46,131,122,248,205,296,212,73,27,1285,46,139,2,1,1,4,0,9,0,91,19,1339,8,8,22,91,1339,18,2,6,1,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22,872,672,672,653,294,0,0,830,514,514,0,478,257,0,0,863,152,152,511,216
2451027-001,510,27-001,2100,0,91,148,183,399,349,389,275,100,27,1638,157,266,3,3,9,4,0,20,0,448,52,1484,20,14,82,448,1483,52,2,6,9,5,4,0,1,2,1,0,0,0,0,1,1,1,0,2,0,0,0,82,1396,989,989,1094,474,0,0,1281,793,793,0,760,375,0,0,1256,183,183,780,293
2451027-002,510,27-002,578,0,19,25,41,111,99,109,103,30,4,457,48,65,1,2,1,0,2,2,0,332,25,145,7,14,55,332,145,25,1,4,1,1,4,0,0,3,4,0,1,0,0,0,0,0,1,1,0,0,0,55,486,378,378,430,239,0,0,445,339,339,0,297,184,0,0,376,80,80,296,152
2451027-003,510,27-003,593,1,22,45,49,90,97,106,103,30,14,470,41,72,1,1,4,0,0,4,0,181,23,327,10,4,48,181,327,23,2,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,438,324,324,357,197,0,0,394,270,270,0,232,147,0,0,367,70,70,246,121
2451027-004,510,27-004,552,0,20,35,58,102,101,93,76,20,8,404,61,80,2,0,1,1,0,3,0,201,15,294,10,7,25,201,294,15,4,2,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,373,260,260,299,145,0,0,337,212,212,0,214,94,0,0,324,58,58,194,87
2451027-005,510,27-005,2255,0,99,178,210,424,379,402,272,88,56,1731,217,271,6,7,9,3,0,11,0,721,48,1283,30,41,132,721,1282,48,10,21,10,5,5,3,1,1,3,4,4,0,0,1,1,1,0,0,0,0,0,132,1517,1065,1065,1181,551,0,0,1373,841,841,0,798,394,0,0,1266,222,222,809,317
2451027-006,510,27-006,2894,1,148,221,283,505,476,517,373,121,46,2290,201,367,2,7,4,1,0,22,0,436,67,2249,27,24,91,436,2248,67,6,14,11,5,1,3,4,1,1,0,2,0,0,1,1,1,0,0,0,0,0,91,1854,1283,1283,1337,541,0,0,1634,958,958,0,921,444,0,0,1634,265,265,981,363
2451027-007,510,27-007,1220,0,63,95,132,205,192,214,142,65,32,987,64,154,1,2,2,1,0,9,0,220,22,924,5,10,39,220,924,21,0,7,4,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,39,714,481,481,518,232,0,0,654,400,400,0,367,172,0,0,656,110,110,374,149
2451027-008,510,27-008,2331,0,104,174,204,428,391,438,283,93,59,1754,234,304,3,9,5,1,1,20,0,675,52,1441,21,23,119,675,1441,52,9,12,7,0,6,1,0,4,1,2,1,0,0,0,1,0,0,0,0,0,0,119,1555,1047,1047,1169,481,0,0,1353,797,797,0,790,352,0,0,1323,213,213,836,318
2451027-009,510,27-009,1415,0,55,91,131,267,240,248,179,73,30,1031,170,195,3,1,5,1,0,9,0,520,58,686,16,22,113,520,685,57,5,8,10,1,9,0,2,0,1,0,1,1,1,0,0,1,0,0,0,0,0,113,980,689,689,779,333,0,0,877,565,565,0,515,249,0,0,794,133,133,508,207
2451027-010,510,27-010,702,1,27,41,46,126,108,132,98,46,28,441,139,112,0,2,1,2,1,4,0,406,29,168,10,16,73,406,165,28,2,6,4,0,5,2,0,1,0,1,0,1,1,0,0,3,0,0,1,0,0,73,486,307,307,380,149,0,0,432,244,244,0,271,121,0,0,392,78,78,262,119
2451027-011,510,27-011,2355,0,94,141,211,434,414,434,281,113,51,1543,392,368,10,10,8,1,1,22,0,1078,100,945,22,30,180,1078,944,100,2,9,13,1,7,2,0,3,4,0,3,1,0,1,4,1,1,0,0,0,0,180,1544,920,920,1229,437,0,0,1406,787,787,0,846,354,0,0,1305,204,204,837,307
2451027-012,510,27-012,612,0,22,44,54,108,106,115,92,21,14,373,127,99,1,4,5,0,0,3,0,324,26,197,7,9,49,324,196,26,0,6,2,0,0,2,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,49,420,275,275,347,132,0,0,409,229,229,0,228,95,0,0,352,59,59,220,92
2451027-013,510,27-013,2725,2,109,288,313,451,395,466,292,99,57,2048,238,399,3,6,6,4,4,17,0,637,80,1800,32,38,138,637,1798,80,8,30,10,9,4,2,0,2,0,0,0,2,0,0,1,2,0,0,1,1,0,138,1571,961,961,1081,415,0,0,1402,707,707,0,732,313,0,0,1322,195,195,737,289
2451027-014,510,27-014,2362,0,77,148,224,473,382,438,303,120,40,1714,255,351,4,10,7,1,0,20,0,885,74,1210,24,33,136,885,1209,73,7,21,9,5,5,2,2,0,1,0,1,0,1,0,1,1,0,0,0,0,0,136,1658,1099,1099,1292,611,0,0,1490,931,931,0,896,438,0,0,1349,265,265,887,367
2451027-015,510,27-015,2030,0,99,189,175,318,307,339,296,121,40,1663,118,219,1,5,4,3,0,17,0,301,53,1562,19,16,79,301,1559,53,1,8,9,1,4,0,1,5,0,2,0,0,0,0,0,3,0,0,0,0,0,79,1332,916,916,950,476,0,0,1180,726,726,0,685,343,0,0,1126,257,257,708,310
2451027-016,510,27-016,698,2,29,57,66,117,111,118,92,35,19,538,49,105,1,0,3,0,0,2,0,208,26,409,9,6,40,208,409,26,2,1,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,477,337,337,384,177,0,0,439,289,289,0,256,134,0,0,402,78,78,267,126
2451027-017,510,27-017,1150,0,55,62,101,234,167,193,165,50,43,911,78,145,1,2,2,1,1,9,0,275,37,751,16,23,48,275,748,37,4,13,4,2,1,0,0,3,1,1,0,4,0,1,2,3,0,2,0,0,0,48,819,619,619,633,327,0,0,717,487,487,0,425,241,0,0,679,145,145,457,217
2451027-018,510,27-018,1951,0,137,151,156,470,243,256,247,89,57,1574,104,246,2,5,8,2,0,10,0,735,53,960,16,28,159,735,959,52,4,16,5,5,7,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,159,1114,819,819,918,488,0,0,1021,677,677,0,632,404,0,0,951,212,212,653,326
2451027-019,510,27-019,711,0,43,56,65,108,110,123,89,38,21,605,22,83,0,0,0,0,0,1,0,30,11,653,5,4,8,30,651,11,0,4,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,8,420,308,308,302,130,0,0,393,226,226,0,231,109,0,0,421,73,73,240,99
2451027-020,510,27-020,2283,1,97,164,201,380,326,389,354,163,52,1916,97,246,3,5,1,3,0,12,0,279,47,1805,60,28,64,279,1803,47,19,14,7,30,3,3,1,0,0,1,1,4,0,3,1,2,0,0,0,0,0,64,1569,1162,1162,1163,554,0,0,1411,860,860,0,835,419,0,0,1391,286,286,908,347
2451027-021,510,27-021,2241,2,101,194,223,341,341,378,340,129,33,1938,57,221,3,4,4,1,0,13,0,159,35,1969,22,7,49,159,1968,35,5,5,13,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,1520,1092,1092,1111,546,0,0,1346,824,824,0,806,424,0,0,1352,275,275,843,350
2451027-022,510,27-022,2454,0,75,162,208,355,287,386,454,277,128,2190,64,175,2,2,1,0,0,20,0,161,35,2180,11,21,46,161,2180,35,1,13,5,2,1,2,4,1,0,0,1,0,0,2,0,0,0,0,0,0,0,46,1654,1307,1307,1296,702,0,0,1578,1109,1109,0,1002,569,0,0,1586,449,449,1092,507
2451027-023,510,27-023,558,0,16,40,53,76,87,91,78,64,16,482,11,62,1,1,0,0,0,1,0,28,6,508,3,6,7,28,507,6,0,5,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,391,318,318,316,173,0,0,363,260,260,0,252,140,0,0,367,100,100,254,130
2451027-024,510,27-024,599,0,31,58,62,98,62,92,60,44,20,511,22,61,0,1,0,0,0,4,0,26,7,550,3,3,10,26,549,7,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,352,273,273,250,127,0,0,307,183,183,0,180,102,0,0,313,87,87,179,85
2451027-025,510,27-025,1249,0,54,105,139,208,158,188,177,101,40,1091,44,104,2,0,1,1,0,6,0,115,25,1060,7,12,30,115,1059,25,0,8,1,1,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30,787,610,610,627,332,0,0,738,495,495,0,459,266,0,0,747,183,183,491,252
2451027-026,510,27-026,784,0,34,64,62,147,109,147,99,47,16,656,27,89,1,1,3,1,1,5,0,186,17,510,12,17,42,186,510,17,4,10,7,1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,42,534,399,399,440,244,0,0,477,346,346,0,329,186,0,0,447,116,116,322,166
2451027-027,510,27-027,1603,0,69,135,155,249,212,263,204,135,60,1398,33,158,0,1,2,1,0,10,0,63,21,1476,12,12,19,63,1475,20,1,10,8,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,19,1022,757,757,746,375,0,0,969,581,581,0,571,307,0,0,974,237,237,612,285
2451027-028,510,27-028,1238,1,55,103,125,180,163,207,156,117,63,1086,28,109,0,2,2,0,0,11,0,39,20,1155,6,11,7,39,1155,20,2,9,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,757,549,549,584,300,0,0,745,464,464,0,453,252,0,0,760,185,185,507,220
2451027-029,510,27-029,812,0,27,81,70,122,124,149,97,57,21,713,21,72,0,3,0,0,0,3,0,38,11,747,2,2,12,38,747,11,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,481,346,346,341,169,0,0,453,277,277,0,262,164,0,0,462,116,116,268,135
2451027-030,510,27-030,1407,2,59,133,144,176,170,260,210,118,31,1228,27,135,1,2,3,0,0,11,0,72,23,1271,7,15,19,72,1270,23,0,8,6,1,2,0,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,19,878,676,676,676,330,0,0,821,521,521,0,504,271,0,0,835,218,218,550,218
2451027-031,510,27-031,2159,1,112,191,201,339,284,387,318,130,35,1858,62,215,1,3,4,4,0,12,0,127,32,1915,23,24,38,127,1909,32,5,11,11,3,1,1,0,2,3,0,0,0,0,3,3,6,0,1,0,2,0,38,1436,1031,1031,1035,514,0,0,1294,790,790,0,775,417,0,0,1280,288,288,821,357
2451027-032,510,27-032,2419,0,120,172,193,372,343,439,376,161,62,1952,149,286,3,7,11,1,0,10,0,729,85,1359,46,50,150,729,1359,85,12,28,19,6,10,3,0,2,3,4,1,3,0,1,0,0,0,2,1,0,1,150,1692,1202,1202,1309,643,0,0,1451,925,925,0,852,460,0,0,1368,273,273,893,411
2451027-033,510,27-033,2288,0,91,148,216,414,345,374,321,184,46,1884,96,277,1,6,6,3,3,12,0,389,52,1719,28,21,79,389,1717,50,4,9,14,2,3,5,0,1,2,1,0,0,2,0,5,2,0,0,0,0,0,79,1557,1149,1149,1195,631,0,0,1426,889,889,0,872,499,0,0,1353,292,292,870,390
2451027-034,510,27-034,1350,0,62,121,144,201,194,235,154,92,34,1144,48,147,0,0,2,1,1,7,0,75,31,1194,10,12,28,75,1193,30,4,6,3,0,2,1,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,28,746,547,547,570,273,0,0,713,434,434,0,404,232,0,0,720,173,173,445,200
2451027-035,510,27-035,2780,0,116,210,267,501,388,478,355,153,106,2330,87,313,0,5,5,4,1,35,0,120,37,2541,22,26,34,120,2539,36,5,21,9,4,1,2,1,1,1,1,0,0,1,0,0,2,0,0,0,0,0,34,1534,1086,1086,1051,516,0,0,1427,847,847,0,813,416,0,0,1478,316,316,877,396
